name,duration,playcount,listeners,mbid,url,artist
Love The Way You Lie,0,4840007,693489,,https://www.last.fm/music/Eminem/_/Love+The+Way+You+Lie,Eminem
P2,0,1523070,141085,,https://www.last.fm/music/LIL+UZI+VERT/_/P2,LIL UZI VERT
the lakes - bonus track,0,889912,74921,,https://www.last.fm/music/Taylor+Swift/_/the+lakes+-+bonus+track,Taylor Swift
10 Freaky Girls (with 21 Savage),0,1284907,127108,,https://www.last.fm/music/Metro+Boomin/_/10+Freaky+Girls+(with+21+Savage),Metro Boomin
Cupid's Chokehold / Breakfast in America,240,534286,119008,e374d9cc-00c0-4dd3-99e0-b9b7eaab268d,https://www.last.fm/music/Gym+Class+Heroes/_/Cupid%27s+Chokehold+%2F+Breakfast+in+America,Gym Class Heroes
No Scrubs,218,3300912,671742,f9089ce6-3ad4-4a26-9eb4-af5f55a8bd1d,https://www.last.fm/music/TLC/_/No+Scrubs,TLC
Get Got,171,2564489,300880,966a0d00-f6fe-496f-aabc-9dd6c1814954,https://www.last.fm/music/Death+Grips/_/Get+Got,Death Grips
Save That Shit,0,2351131,179630,,https://www.last.fm/music/LIL+PEEP/_/Save+That+Shit,LIL PEEP
que te pedí//,0,432411,53553,,https://www.last.fm/music/Kali+Uchis/_/que+te+ped%C3%AD%2F%2F,Kali Uchis
Teardrops,0,927592,82642,,https://www.last.fm/music/Bring+Me+the+Horizon/_/Teardrops,Bring Me the Horizon
Righteous,0,1794683,134351,,https://www.last.fm/music/Juice+WRLD/_/Righteous,Juice WRLD
Parasite Eve,0,1299612,104118,,https://www.last.fm/music/Bring+Me+the+Horizon/_/Parasite+Eve,Bring Me the Horizon
Avril 14th,125,4150130,563366,39048851-f6f7-4b0f-83e0-b6456d8ae9fd,https://www.last.fm/music/Aphex+Twin/_/Avril+14th,Aphex Twin
Work,0,3515522,406098,,https://www.last.fm/music/Rihanna/_/Work,Rihanna
Forever,0,1481892,136508,,https://www.last.fm/music/Charli+XCX/_/Forever,Charli XCX
solo (reprise),0,2233446,236067,,https://www.last.fm/music/Frank+Ocean/_/solo+(reprise),Frank Ocean
I'm Yours,242,11262745,1399014,a5a2330e-2fff-4601-a715-6e68a8e98fbf,https://www.last.fm/music/Jason+Mraz/_/I%27m+Yours,Jason Mraz
Blue Jeans,209,13152951,839616,e5977c09-8f5a-46b6-89ea-c7bcaeae8bed,https://www.last.fm/music/Lana+Del+Rey/_/Blue+Jeans,Lana Del Rey
Epiphany,0,4301227,109516,,https://www.last.fm/music/BTS/_/Epiphany,BTS
Why Not?,0,1581881,70955,,https://www.last.fm/music/Loona/_/Why+Not%3F,Loona
Crazy Over You,0,2026045,110339,,https://www.last.fm/music/BLACKPINK/_/Crazy+Over+You,BLACKPINK
Shallow,0,3502904,297653,,https://www.last.fm/music/Lady+Gaga/_/Shallow,Lady Gaga
In My Head,0,2678096,178002,,https://www.last.fm/music/Ariana+Grande/_/In+My+Head,Ariana Grande
Bad Boy,0,2620522,133367,,https://www.last.fm/music/Red+Velvet/_/Bad+Boy,Red Velvet
Look at Me!,0,2094760,211366,,https://www.last.fm/music/xxxtentacion/_/Look+at+Me%21,xxxtentacion
Habits (Stay High),258,3867246,416195,4358324c-03c3-4010-8eef-6e82b7756034,https://www.last.fm/music/Tove+Lo/_/Habits+(Stay+High),Tove Lo
Replay,0,2437489,139609,,https://www.last.fm/music/Lady+Gaga/_/Replay,Lady Gaga
Going Bad (feat. Drake),0,1874069,193850,,https://www.last.fm/music/Meek+Mill/_/Going+Bad+(feat.+Drake),Meek Mill
One Step Closer,155,8289955,1074033,30cb03f3-bd95-43b0-9d41-6d75e13cd353,https://www.last.fm/music/Linkin+Park/_/One+Step+Closer,Linkin Park
DOLLAZ ON MY HEAD (feat. Young Thug),0,1095058,106372,,https://www.last.fm/music/Gunna/_/DOLLAZ+ON+MY+HEAD+(feat.+Young+Thug),Gunna
Treasure,179,3620835,514119,b6c33158-52d6-449c-9feb-ff6f658a9008,https://www.last.fm/music/Bruno+Mars/_/Treasure,Bruno Mars
Thunder,0,3786618,394530,,https://www.last.fm/music/Imagine+Dragons/_/Thunder,Imagine Dragons
Trust,0,844526,111203,,https://www.last.fm/music/Brent+Faiyaz/_/Trust,Brent Faiyaz
Desperado,0,2081013,233308,,https://www.last.fm/music/Rihanna/_/Desperado,Rihanna
All I Need,261,10362757,1025968,a4899f91-b300-4016-9040-8ec06358d89b,https://www.last.fm/music/Radiohead/_/All+I+Need,Radiohead
Mood Swings (feat. Lil Tjay),0,1137715,129198,,https://www.last.fm/music/Pop+Smoke/_/Mood+Swings+(feat.+Lil+Tjay),Pop Smoke
Is it true,0,1174331,168258,,https://www.last.fm/music/Tame+Impala/_/Is+it+true,Tame Impala
Thunderstruck,294,6325928,863769,6d19aaa7-1eb5-4488-a54d-fe07d0621a7f,https://www.last.fm/music/AC%2FDC/_/Thunderstruck,AC/DC
Immigrant Song - Remaster,0,791273,177118,,https://www.last.fm/music/Led+Zeppelin/_/Immigrant+Song+-+Remaster,Led Zeppelin
DVD Menu,0,784795,123391,,https://www.last.fm/music/Phoebe+Bridgers/_/DVD+Menu,Phoebe Bridgers
Afraid,251,2894919,342641,0191dcb7-6d32-48ad-bd9f-88372832b458,https://www.last.fm/music/The+Neighbourhood/_/Afraid,The Neighbourhood
Psycho (feat. Ty Dolla $ign),0,2472630,265106,,https://www.last.fm/music/Post+Malone/_/Psycho+(feat.+Ty+Dolla+$ign),Post Malone
Blood on the Leaves,360,3217401,371543,e6795931-6628-4f91-8509-37e74575f80b,https://www.last.fm/music/Kanye+West/_/Blood+on+the+Leaves,Kanye West
I NEED U,0,2635084,134377,,https://www.last.fm/music/BTS/_/I+NEED+U,BTS
Best Part (feat. H.E.R.),0,1707455,193915,,https://www.last.fm/music/Daniel+Caesar/_/Best+Part+(feat.+H.E.R.),Daniel Caesar
Touch The Sky,129,2384694,395644,8c9f6b13-0f7e-40a2-b0e1-2545fa10efb4,https://www.last.fm/music/Kanye+West/_/Touch+The+Sky,Kanye West
The Woo (feat. 50 Cent & Roddy Ricch),0,1140255,132472,,https://www.last.fm/music/Pop+Smoke/_/The+Woo+(feat.+50+Cent+&+Roddy+Ricch),Pop Smoke
Have You Ever Seen the Rain,161,3637950,640179,c6e5ba59-bbcb-4064-afc2-74b3375e5a79,https://www.last.fm/music/Creedence+Clearwater+Revival/_/Have+You+Ever+Seen+the+Rain,Creedence Clearwater Revival
FourFiveSeconds,0,2520486,430017,,https://www.last.fm/music/Rihanna/_/FourFiveSeconds,Rihanna
stupid horse,0,1601407,132213,,https://www.last.fm/music/100+gecs/_/stupid+horse,100 gecs
Let Her Go,0,7426953,798494,1682cf55-a9a6-429c-a7f0-ff756781570a,https://www.last.fm/music/Passenger/_/Let+Her+Go,Passenger
Careless Whisper,304,3343216,622366,cd0ab382-3c29-4cce-b1cb-1835551f83cc,https://www.last.fm/music/George+Michael/_/Careless+Whisper,George Michael
Alejandro,274,10272994,939571,597d8cac-2176-4495-a72f-5b909ee3867b,https://www.last.fm/music/Lady+Gaga/_/Alejandro,Lady Gaga
Wake Me Up When September Ends,285,7593317,1128753,8f75ac01-7519-4f80-8a9a-4544cd40cd1e,https://www.last.fm/music/Green+Day/_/Wake+Me+Up+When+September+Ends,Green Day
Girls Just Want to Have Fun,228,4492508,887639,a316b9f7-1db8-4a77-9aeb-5e61ba4bafd9,https://www.last.fm/music/Cyndi+Lauper/_/Girls+Just+Want+to+Have+Fun,Cyndi Lauper
Uprising,302,10579594,1075164,0ca789c6-3618-48f1-8ee0-977f70a621d6,https://www.last.fm/music/Muse/_/Uprising,Muse
Faith Healer,0,216655,46678,,https://www.last.fm/music/Julien+Baker/_/Faith+Healer,Julien Baker
Small Worlds,0,1080006,124834,,https://www.last.fm/music/Mac+Miller/_/Small+Worlds,Mac Miller
Ain't No Mountain High Enough,150,2436642,507879,830a0ef5-283f-4f13-84ca-a97f86236e9f,https://www.last.fm/music/Marvin+Gaye/_/Ain%27t+No+Mountain+High+Enough,Marvin Gaye
Welcome to New York,212,2566939,225200,3c2fefb5-ca6a-4793-b044-babc85bed24e,https://www.last.fm/music/Taylor+Swift/_/Welcome+to+New+York,Taylor Swift
Centuries,231,3560320,433713,a210a0dc-1e81-4a62-9d89-f80c43aa0de5,https://www.last.fm/music/Fall+Out+Boy/_/Centuries,Fall Out Boy
New Slang,231,8987754,1094309,e00edbe8-622a-4295-8a0d-3bbcc1edb0bc,https://www.last.fm/music/The+Shins/_/New+Slang,The Shins
Naive,203,433309,103699,85866fb5-12b4-4817-af43-855dcfc361ae,https://www.last.fm/music/The+Kooks/_/Naive,The Kooks
Gangsta's Paradise,243,4147336,801667,2f7a6735-2e09-4ce2-81e4-b148e6c39a55,https://www.last.fm/music/Coolio/_/Gangsta%27s+Paradise,Coolio
Rich Nigga Shit (feat. Young Thug),0,739899,90415,,https://www.last.fm/music/21+Savage/_/Rich+Nigga+Shit+(feat.+Young+Thug),21 Savage
Piano Man,339,4165028,726386,738f8c87-fb0c-41b2-9e4b-d1f0bf47575a,https://www.last.fm/music/Billy+Joel/_/Piano+Man,Billy Joel
Saint Pablo,0,1541361,165054,,https://www.last.fm/music/Kanye+West/_/Saint+Pablo,Kanye West
This Is America,0,2915536,357550,,https://www.last.fm/music/Childish+Gambino/_/This+Is+America,Childish Gambino
VEX,0,167703,41078,,https://www.last.fm/music/slowthai/_/VEX,slowthai
i wanna be your girlfriend,0,1349874,155273,,https://www.last.fm/music/Girl+In+Red/_/i+wanna+be+your+girlfriend,Girl In Red
Something Just Like This,0,2810284,342600,,https://www.last.fm/music/The+Chainsmokers/_/Something+Just+Like+This,The Chainsmokers
"Hey, Soul Sister",405,5774102,848775,f939409f-c292-4a8f-ad18-3d8d4cc07376,"https://www.last.fm/music/Train/_/Hey,+Soul+Sister",Train
Good Life,207,2298739,405587,f36ec2db-ca2b-49fb-9fcc-ff9058f66d3c,https://www.last.fm/music/Kanye+West/_/Good+Life,Kanye West
I Forgot That You Existed,0,1973898,164565,,https://www.last.fm/music/Taylor+Swift/_/I+Forgot+That+You+Existed,Taylor Swift
Baba O'Riley,299,5695680,987303,57acd76a-a19a-49d9-bd4e-de4fa95c5961,https://www.last.fm/music/The+Who/_/Baba+O%27Riley,The Who
Cloud 9,0,331349,51923,,https://www.last.fm/music/Beach+Bunny/_/Cloud+9,Beach Bunny
Selfless,0,1030336,139084,,https://www.last.fm/music/The+Strokes/_/Selfless,The Strokes
Nonstop,0,2020700,227544,,https://www.last.fm/music/Drake/_/Nonstop,Drake
Set Fire to the Rain,239,10015502,984053,d1e0a99e-1894-457b-ba6a-985eeef4d0c4,https://www.last.fm/music/Adele/_/Set+Fire+to+the+Rain,Adele
As the World Caves In,0,708891,71570,,https://www.last.fm/music/Matt+Maltese/_/As+the+World+Caves+In,Matt Maltese
te pongo mal(prendelo),0,554025,49802,,https://www.last.fm/music/Kali+Uchis/_/te+pongo+mal(prendelo),Kali Uchis
Hollaback Girl,201,4121729,904968,e7e7c3b8-0b9f-4c13-812a-8ff5516ab5f5,https://www.last.fm/music/Gwen+Stefani/_/Hollaback+Girl,Gwen Stefani
nhs,0,320483,53701,,https://www.last.fm/music/slowthai/_/nhs,slowthai
Memories (feat. Kid Cudi),210,3579364,501315,cf7caec1-880b-4256-990f-430d47d3c154,https://www.last.fm/music/David+Guetta/_/Memories+(feat.+Kid+Cudi),David Guetta
Undercover Martyn,184,6956536,838906,64bca479-8a95-4ebd-a1db-bff355892b62,https://www.last.fm/music/Two+Door+Cinema+Club/_/Undercover+Martyn,Two Door Cinema Club
Space Oddity - 2015 Remaster,0,853071,182828,,https://www.last.fm/music/David+Bowie/_/Space+Oddity+-+2015+Remaster,David Bowie
How Soon Is Now? - 2011 Remaster,0,933465,175020,,https://www.last.fm/music/The+Smiths/_/How+Soon+Is+Now%3F+-+2011+Remaster,The Smiths
Uptown Funk (feat. Bruno Mars),270,1233586,204499,,https://www.last.fm/music/Mark+Ronson/_/Uptown+Funk+(feat.+Bruno+Mars),Mark Ronson
SoLo,0,2665756,138009,,https://www.last.fm/music/Jennie/_/SoLo,Jennie
Tiny Dancer,376,4235049,769766,d63bf39f-ec30-4f9f-b5a1-1397756016a3,https://www.last.fm/music/Elton+John/_/Tiny+Dancer,Elton John
Goodnight n Go,0,2596555,170504,,https://www.last.fm/music/Ariana+Grande/_/Goodnight+n+Go,Ariana Grande
Softly,0,1411238,168168,,https://www.last.fm/music/Clairo/_/Softly,Clairo
"Call It Fate, Call It Karma",204,1439770,225490,f77547b6-b113-485b-a327-1ecb3325c47a,"https://www.last.fm/music/The+Strokes/_/Call+It+Fate,+Call+It+Karma",The Strokes
Hotline Bling,0,3999211,484870,,https://www.last.fm/music/Drake/_/Hotline+Bling,Drake
Love Me Land,0,1022285,76328,,https://www.last.fm/music/Zara+Larsson/_/Love+Me+Land,Zara Larsson
Still D.R.E.,268,4198349,937051,2b5d868a-bb49-4f1c-baca-59cb0ddb6a52,https://www.last.fm/music/Dr.+Dre/_/Still+D.R.E.,Dr. Dre
Place,0,677895,74060,,https://www.last.fm/music/Playboi+Carti/_/Place,Playboi Carti
Nightcall,259,5069619,564063,071f35d6-e583-4efd-9270-e4ee2179850e,https://www.last.fm/music/Kavinsky/_/Nightcall,Kavinsky
Wesley's Theory,0,2029745,298003,,https://www.last.fm/music/Kendrick+Lamar/_/Wesley%27s+Theory,Kendrick Lamar
SexyBack (feat. Timbaland),0,983151,213044,,https://www.last.fm/music/Justin+Timberlake/_/SexyBack+(feat.+Timbaland),Justin Timberlake
Hunnybee,0,1422938,189784,,https://www.last.fm/music/Unknown+Mortal+Orchestra/_/Hunnybee,Unknown Mortal Orchestra
Funeral,0,1007837,109199,,https://www.last.fm/music/Phoebe+Bridgers/_/Funeral,Phoebe Bridgers
Afterglow,0,464259,97628,,https://www.last.fm/music/Ed+Sheeran/_/Afterglow,Ed Sheeran
What the Hell,220,4109124,436836,42abdd93-709c-4ff6-98b3-90e2cf2bd058,https://www.last.fm/music/Avril+Lavigne/_/What+the+Hell,Avril Lavigne
Buttercup,0,1518373,161907,,https://www.last.fm/music/Jack+Stauber/_/Buttercup,Jack Stauber
More & More,0,2106628,106346,,https://www.last.fm/music/TWICE/_/More+&+More,TWICE
Knee Socks,257,4451658,489185,e756875e-cc4f-4744-a7b8-c68ee96978fb,https://www.last.fm/music/Arctic+Monkeys/_/Knee+Socks,Arctic Monkeys
Afterglow,0,1998174,128806,,https://www.last.fm/music/Taylor+Swift/_/Afterglow,Taylor Swift
Lean Wit Me,0,1828847,129600,,https://www.last.fm/music/Juice+WRLD/_/Lean+Wit+Me,Juice WRLD
Jesus Walks,210,3846922,657938,6ef7fdb5-53cb-4ea5-bb2c-cfd3799380f9,https://www.last.fm/music/Kanye+West/_/Jesus+Walks,Kanye West
Just a Stranger (feat. Steve Lacy),0,1428886,157216,,https://www.last.fm/music/Kali+Uchis/_/Just+a+Stranger+(feat.+Steve+Lacy),Kali Uchis
IMMATERIAL,0,1161092,125201,,https://www.last.fm/music/Sophie/_/IMMATERIAL,Sophie
Go Go,0,3076979,127845,,https://www.last.fm/music/BTS/_/Go+Go,BTS
End Game,0,2165245,171116,,https://www.last.fm/music/Taylor+Swift/_/End+Game,Taylor Swift
She,0,722361,106447,,"https://www.last.fm/music/Tyler,+the+Creator/_/She","Tyler, the Creator"
The Man Who Sold the World,258,6506022,1013844,2a5c6d93-f153-44e5-b747-2bd7b5156212,https://www.last.fm/music/Nirvana/_/The+Man+Who+Sold+the+World,Nirvana
Weekend (feat. Miguel),0,1430450,181019,,https://www.last.fm/music/Mac+Miller/_/Weekend+(feat.+Miguel),Mac Miller
Something in the Way,232,5615321,920593,3057d132-cca3-4fed-913b-315e0e7a9c81,https://www.last.fm/music/Nirvana/_/Something+in+the+Way,Nirvana
THE BADDEST,0,1956995,89483,,https://www.last.fm/music/K%2FDA/_/THE+BADDEST,K/DA
The Beginning,0,120157,25201,,https://www.last.fm/music/Madison+Beer/_/The+Beginning,Madison Beer
Escape From LA,0,1505527,194395,,https://www.last.fm/music/The+Weeknd/_/Escape+From+LA,The Weeknd
Tia Tamera (feat. Rico Nasty),0,1310547,135906,,https://www.last.fm/music/Doja+Cat/_/Tia+Tamera+(feat.+Rico+Nasty),Doja Cat
Holy (feat. Chance the Rapper),0,1064195,130234,,https://www.last.fm/music/Justin+Bieber/_/Holy+(feat.+Chance+the+Rapper),Justin Bieber
Can't Hold Us - feat. Ray Dalton,0,362467,94835,,https://www.last.fm/music/Macklemore+&+Ryan+Lewis/_/Can%27t+Hold+Us+-+feat.+Ray+Dalton,Macklemore & Ryan Lewis
Biking,0,1658799,185825,,https://www.last.fm/music/Frank+Ocean/_/Biking,Frank Ocean
Circus,191,5638430,584790,2b9241b3-a7c4-4866-a15d-17344cf44541,https://www.last.fm/music/Britney+Spears/_/Circus,Britney Spears
Come a Little Closer,0,2524501,341558,b3a10172-a12f-4915-8cc5-b88e22294a9c,https://www.last.fm/music/Cage+the+Elephant/_/Come+a+Little+Closer,Cage the Elephant
Myth,255,4525906,518740,eea564f4-4dc5-4115-adad-d03edb631e8c,https://www.last.fm/music/Beach+House/_/Myth,Beach House
Dope,0,1930385,121717,,https://www.last.fm/music/BTS/_/Dope,BTS
Over,0,683024,71289,,https://www.last.fm/music/Playboi+Carti/_/Over,Playboi Carti
Life on Mars? - 2015 Remaster,0,824037,167519,,https://www.last.fm/music/David+Bowie/_/Life+on+Mars%3F+-+2015+Remaster,David Bowie
Where Have You Been,242,5207370,544860,3d409b8b-7161-4787-8c89-ccee7b232d5d,https://www.last.fm/music/Rihanna/_/Where+Have+You+Been,Rihanna
Hardline,0,151799,33620,,https://www.last.fm/music/Julien+Baker/_/Hardline,Julien Baker
Fell in Love With a Girl,110,5466313,811992,6d68ce56-f90d-4fb8-93f7-3066ba95f279,https://www.last.fm/music/The+White+Stripes/_/Fell+in+Love+With+a+Girl,The White Stripes
Falling,0,1988507,219910,,https://www.last.fm/music/Trevor+Daniel/_/Falling,Trevor Daniel
Rocky,0,101113,25065,,https://www.last.fm/music/Still+Woozy/_/Rocky,Still Woozy
tHE arcHEr,0,2727909,173521,,https://www.last.fm/music/Taylor+Swift/_/tHE+arcHEr,Taylor Swift
Freaks,0,738652,99203,,https://www.last.fm/music/Surf+Curse/_/Freaks,Surf Curse
i,232,2802515,383573,1ff4c6af-044d-4c08-b32b-c007c3f22917,https://www.last.fm/music/Kendrick+Lamar/_/i,Kendrick Lamar
Dancing with Our Hands Tied,0,2124467,137858,,https://www.last.fm/music/Taylor+Swift/_/Dancing+with+Our+Hands+Tied,Taylor Swift
I Hate Everything About You,231,7736330,1067148,5b8d4f09-68ce-4db1-8dd9-54f191734149,https://www.last.fm/music/Three+Days+Grace/_/I+Hate+Everything+About+You,Three Days Grace
All of Me,0,4926178,611990,11a32de6-bce4-4c8a-aac7-849996f3ecd6,https://www.last.fm/music/John+Legend/_/All+of+Me,John Legend
Welcome to the Jungle,273,8881896,1352617,,https://www.last.fm/music/Guns+N%27+Roses/_/Welcome+to+the+Jungle,Guns N' Roses
Rockstar Made,0,660549,96193,,https://www.last.fm/music/Playboi+Carti/_/Rockstar+Made,Playboi Carti
POP/STARS,0,2621095,133380,,https://www.last.fm/music/K%2FDA/_/POP%2FSTARS,K/DA
Mirrors,277,5451467,627307,ac29b2ad-2aa7-4e5e-88b9-00fcb8f98131,https://www.last.fm/music/Justin+Timberlake/_/Mirrors,Justin Timberlake
Gimme Shelter,410,6853710,1062405,36228646-2c16-4a7a-9732-f4c14bb24776,https://www.last.fm/music/The+Rolling+Stones/_/Gimme+Shelter,The Rolling Stones
Kids,0,786687,117075,,https://www.last.fm/music/Current+Joys/_/Kids,Current Joys
New Tank,0,798475,80064,,https://www.last.fm/music/Playboi+Carti/_/New+Tank,Playboi Carti
Too Long,599,1945257,423772,84eec9aa-df25-4346-898f-7daa22bfc954,https://www.last.fm/music/Daft+Punk/_/Too+Long,Daft Punk
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,0,122243,30690,,https://www.last.fm/music/Riton/_/Friday+(feat.+Mufasa+&+Hypeman)+-+Dopamine+Re-Edit,Riton
Gang Signs (feat. ScHoolboy Q),0,207522,42424,,https://www.last.fm/music/Freddie+Gibbs/_/Gang+Signs+(feat.+ScHoolboy+Q),Freddie Gibbs
Ain't No Rest for the Wicked,175,3130569,468130,e9bb1073-94e7-4ad0-a623-0bf0034af48c,https://www.last.fm/music/Cage+the+Elephant/_/Ain%27t+No+Rest+for+the+Wicked,Cage the Elephant
the greatest,0,2196771,195005,,https://www.last.fm/music/Lana+Del+Rey/_/the+greatest,Lana Del Rey
hope is a dangerous thing for a woman like me to have - but i have it,0,2148638,224991,,https://www.last.fm/music/Lana+Del+Rey/_/hope+is+a+dangerous+thing+for+a+woman+like+me+to+have+-+but+i+have+it,Lana Del Rey
Ride,293,6055485,478695,56cf24c8-7551-46dd-8746-f42798179155,https://www.last.fm/music/Lana+Del+Rey/_/Ride,Lana Del Rey
Sweet Home Alabama,283,6896425,1172595,596dc3a0-db3a-477a-b8a1-971023edb239,https://www.last.fm/music/Lynyrd+Skynyrd/_/Sweet+Home+Alabama,Lynyrd Skynyrd
Clocks,310,12634714,1709415,ec87fef2-84cd-41b3-8642-38ce1b6962a6,https://www.last.fm/music/Coldplay/_/Clocks,Coldplay
All Star,202,5050401,873023,c2e14dec-db6c-401c-b253-082b67807e32,https://www.last.fm/music/Smash+Mouth/_/All+Star,Smash Mouth
Use Somebody,231,13058713,1452692,787d77e9-dac1-4ae3-a5f4-0ebba532f362,https://www.last.fm/music/Kings+of+Leon/_/Use+Somebody,Kings of Leon
Dream On,267,7373180,1082711,dec2c739-0853-4283-a85d-f5330e86f62b,https://www.last.fm/music/Aerosmith/_/Dream+On,Aerosmith
Drag Me Down,0,2456954,303809,,https://www.last.fm/music/One+Direction/_/Drag+Me+Down,One Direction
8,0,1727989,238136,,https://www.last.fm/music/Billie+Eilish/_/8,Billie Eilish
Pleura,0,74037,24829,,https://www.last.fm/music/King+Gizzard+&+The+Lizard+Wizard/_/Pleura,King Gizzard & The Lizard Wizard
Sober II (Melodrama),0,2337207,206189,,https://www.last.fm/music/Lorde/_/Sober+II+(Melodrama),Lorde
Classic,174,2163000,344547,6399c732-2c8f-4c69-ad6a-ee99cf313b2d,https://www.last.fm/music/MKTO/_/Classic,MKTO
Champion,171,3217679,543947,55e0110c-78f0-4574-9633-5d3da7349654,https://www.last.fm/music/Kanye+West/_/Champion,Kanye West
Shut Up and Dance,199,4179952,503488,9656e1b2-87c1-4208-8a33-fa814961fc9e,https://www.last.fm/music/Walk+the+Moon/_/Shut+Up+and+Dance,Walk the Moon
The Bandit,0,175349,50684,,https://www.last.fm/music/Kings+of+Leon/_/The+Bandit,Kings of Leon
I Like Me Better,0,2296214,271858,,https://www.last.fm/music/Lauv/_/I+Like+Me+Better,Lauv
15 Step,0,10042265,1036724,1a3148e1-646a-4877-a881-40398d847b18,https://www.last.fm/music/Radiohead/_/15+Step,Radiohead
Prom,0,1547591,162269,,https://www.last.fm/music/SZA/_/Prom,SZA
Age of Consent - 2015 Remaster,0,753774,139618,,https://www.last.fm/music/New+Order/_/Age+of+Consent+-+2015+Remaster,New Order
TROUBLE,0,1758685,254878,,https://www.last.fm/music/Cage+the+Elephant/_/TROUBLE,Cage the Elephant
I Think He Knows,0,1968456,134492,,https://www.last.fm/music/Taylor+Swift/_/I+Think+He+Knows,Taylor Swift
Motherboard,341,2054118,410681,762e120f-6d52-4fae-a796-699ae0a0ea9f,https://www.last.fm/music/Daft+Punk/_/Motherboard,Daft Punk
"Holland, 1945",192,5475023,552601,708a24a0-10a4-4819-a160-1d4b52aff063,"https://www.last.fm/music/Neutral+Milk+Hotel/_/Holland,+1945",Neutral Milk Hotel
Circles,0,1330215,151765,,https://www.last.fm/music/Mac+Miller/_/Circles,Mac Miller
Stereo Hearts (feat. Adam Levine),210,2935182,427315,,https://www.last.fm/music/Gym+Class+Heroes/_/Stereo+Hearts+(feat.+Adam+Levine),Gym Class Heroes
Hurt,218,9597462,1187536,25d8de5e-3662-4ffd-8dea-511a696ac3e7,https://www.last.fm/music/Johnny+Cash/_/Hurt,Johnny Cash
R.I.P.,0,1702108,132882,,https://www.last.fm/music/Playboi+Carti/_/R.I.P.,Playboi Carti
Follow The White Rabbit,0,177611,24662,,https://www.last.fm/music/Madison+Beer/_/Follow+The+White+Rabbit,Madison Beer
Ruin My Life,0,1419754,158053,,https://www.last.fm/music/Zara+Larsson/_/Ruin+My+Life,Zara Larsson
What’s Your Pleasure?,0,1023980,102512,,https://www.last.fm/music/Jessie+Ware/_/What%E2%80%99s+Your+Pleasure%3F,Jessie Ware
Greedy,0,2435581,196158,,https://www.last.fm/music/Ariana+Grande/_/Greedy,Ariana Grande
Got It On Me,0,1046375,96866,,https://www.last.fm/music/Pop+Smoke/_/Got+It+On+Me,Pop Smoke
Teardrop,279,11672717,1383598,04a4ac3e-5439-4214-8094-b63f756613ea,https://www.last.fm/music/Massive+Attack/_/Teardrop,Massive Attack
Mayonaka no Door / Stay With Me,0,530392,67552,,https://www.last.fm/music/Miki+Matsubara/_/Mayonaka+no+Door+%2F+Stay+With+Me,Miki Matsubara
Man's World,0,806303,80671,,https://www.last.fm/music/Marina/_/Man%27s+World,Marina
Pon de Replay,215,2361248,521354,f9845fce-5ab7-456f-8579-6a1fcfa8cf25,https://www.last.fm/music/Rihanna/_/Pon+de+Replay,Rihanna
Forrest Gump,194,3217154,392455,98b769b8-8b9f-438d-af89-50846240ca44,https://www.last.fm/music/Frank+Ocean/_/Forrest+Gump,Frank Ocean
Contact,381,2135271,397112,78194fbe-3bcd-4afe-b4a6-7a97711c325f,https://www.last.fm/music/Daft+Punk/_/Contact,Daft Punk
Here Comes Your Man,185,5893887,806259,cbec6fa8-a950-471d-b92e-f0c39255f488,https://www.last.fm/music/Pixies/_/Here+Comes+Your+Man,Pixies
I Bet on Losing Dogs,0,960601,94608,,https://www.last.fm/music/Mitski/_/I+Bet+on+Losing+Dogs,Mitski
Default,0,157072,24554,,https://www.last.fm/music/Madison+Beer/_/Default,Madison Beer
At My Worst,0,379958,62586,,https://www.last.fm/music/Pink+Sweat$/_/At+My+Worst,Pink Sweat$
The Suburbs,316,7671600,753973,a0c8a6b4-74bf-4c12-b8b7-8f81df881061,https://www.last.fm/music/Arcade+Fire/_/The+Suburbs,Arcade Fire
Beno!,0,636881,88681,,https://www.last.fm/music/Playboi+Carti/_/Beno%21,Playboi Carti
She Knows This,0,682084,115517,,https://www.last.fm/music/Kid+Cudi/_/She+Knows+This,Kid Cudi
bad idea!,0,963395,125965,,https://www.last.fm/music/Girl+In+Red/_/bad+idea%21,Girl In Red
Bitch Better Have My Money,0,3488676,392894,,https://www.last.fm/music/Rihanna/_/Bitch+Better+Have+My+Money,Rihanna
Runaway,0,1428951,181252,,https://www.last.fm/music/Aurora/_/Runaway,Aurora
Chicken Noodle Soup (feat. Becky G),0,6157832,98966,,https://www.last.fm/music/J-Hope/_/Chicken+Noodle+Soup+(feat.+Becky+G),J-Hope
Dumb,151,6776874,1050943,b274ef3b-5259-4740-85a5-1bf02619d5de,https://www.last.fm/music/Nirvana/_/Dumb,Nirvana
Ballin' (with Roddy Ricch),0,1202631,122946,,https://www.last.fm/music/Mustard/_/Ballin%27+(with+Roddy+Ricch),Mustard
seoul (prod. HONNE),0,3310582,99532,,https://www.last.fm/music/RM/_/seoul+(prod.+HONNE),RM
Ghostin,0,2502021,187408,,https://www.last.fm/music/Ariana+Grande/_/Ghostin,Ariana Grande
Ace of Spades,0,7024962,1022911,,https://www.last.fm/music/Mot%C3%B6rhead/_/Ace+of+Spades,Motörhead
