name,duration,playcount,listeners,mbid,url,artist
America,0,2527172,498302,,https://www.last.fm/music/Simon+&+Garfunkel/_/America,Simon & Garfunkel
Hate That I Love You,222,2553066,413878,f6efdc15-38e6-42c2-9575-645b5dabc1be,https://www.last.fm/music/Rihanna/_/Hate+That+I+Love+You,Rihanna
I LOVE YOU,0,457591,25639,,https://www.last.fm/music/Treasure/_/I+LOVE+YOU,Treasure
Stay With Me,0,642282,58258,,https://www.last.fm/music/Chanyeol/_/Stay+With+Me,Chanyeol
So Happy I Could Die,234,4325462,441142,1316219d-d98e-4d4c-8a8e-782e87dc5e55,https://www.last.fm/music/Lady+Gaga/_/So+Happy+I+Could+Die,Lady Gaga
Cut My Lip,0,840923,83708,,https://www.last.fm/music/Twenty+One+Pilots/_/Cut+My+Lip,Twenty One Pilots
The Call,0,67514,28348,,https://www.last.fm/music/Madlib/_/The+Call,Madlib
Kick Back,0,72856,8245,,https://www.last.fm/music/WAYV/_/Kick+Back,WAYV
Baptize (with JID & EARTHGANG feat. Ant Clemons),0,188396,35478,,https://www.last.fm/music/Spillage+VIllage/_/Baptize+(with+JID+&+EARTHGANG+feat.+Ant+Clemons),Spillage VIllage
No Promises (feat. Demi Lovato),0,1287227,176073,,https://www.last.fm/music/Cheat+Codes/_/No+Promises+(feat.+Demi+Lovato),Cheat Codes
Coming Down,295,1239378,182138,077d7c96-b98d-440c-82fc-7813e6632510,https://www.last.fm/music/The+Weeknd/_/Coming+Down,The Weeknd
Good Life,243,3445357,494006,a90c6e4a-0438-4da9-9a9f-355723d946ae,https://www.last.fm/music/OneRepublic/_/Good+Life,OneRepublic
Lonely Weekend,0,756546,81898,,https://www.last.fm/music/Kacey+Musgraves/_/Lonely+Weekend,Kacey Musgraves
She's Not There,145,1534977,347913,1105ed1e-dd9f-4d4e-a314-2d8077bf1a95,https://www.last.fm/music/The+Zombies/_/She%27s+Not+There,The Zombies
Happy Pills,0,368166,60732,,https://www.last.fm/music/Weathers/_/Happy+Pills,Weathers
Eclipse,0,617441,80291,,https://www.last.fm/music/Earl+Sweatshirt/_/Eclipse,Earl Sweatshirt
In Bloom,0,703758,72222,,https://www.last.fm/music/Neck+Deep/_/In+Bloom,Neck Deep
Greaze Mode,0,491299,57568,,https://www.last.fm/music/Skepta/_/Greaze+Mode,Skepta
Anna Sun,281,2156737,320801,ddfa8267-ecea-4cc7-8445-cea958933aa5,https://www.last.fm/music/Walk+the+Moon/_/Anna+Sun,Walk the Moon
Want You In My Room,0,858566,81810,,https://www.last.fm/music/Carly+Rae+Jepsen/_/Want+You+In+My+Room,Carly Rae Jepsen
Not You Too (feat. Chris Brown),0,376118,66192,,https://www.last.fm/music/Drake/_/Not+You+Too+(feat.+Chris+Brown),Drake
Hold Me Down,0,556524,85874,,https://www.last.fm/music/Daniel+Caesar/_/Hold+Me+Down,Daniel Caesar
Excitement,0,349712,53081,,https://www.last.fm/music/Trippie+Redd/_/Excitement,Trippie Redd
Lights Out,0,965839,140717,,https://www.last.fm/music/Royal+Blood/_/Lights+Out,Royal Blood
L8r Boi,0,101141,20646,,https://www.last.fm/music/Ashnikko/_/L8r+Boi,Ashnikko
OMG (feat. will.i.am),0,1152098,316937,1bbf32e3-6c7c-4761-80d0-542310d592a0,https://www.last.fm/music/Usher/_/OMG+(feat.+will.i.am),Usher
YO VISTO ASÍ,0,231709,36235,,https://www.last.fm/music/Bad+Bunny/_/YO+VISTO+AS%C3%8D,Bad Bunny
Growl,207,240356,31618,,https://www.last.fm/music/Exo/_/Growl,Exo
Babies & Fools (feat. Conway the Machine),0,257470,50907,,https://www.last.fm/music/Freddie+Gibbs/_/Babies+&+Fools+(feat.+Conway+the+Machine),Freddie Gibbs
School Spirit,182,1203191,266374,47a6f7df-0709-463d-960d-897fd1e11663,https://www.last.fm/music/Kanye+West/_/School+Spirit,Kanye West
Loom (feat. Bonobo),0,123749,38595,,https://www.last.fm/music/%C3%93lafur+Arnalds/_/Loom+(feat.+Bonobo),Ólafur Arnalds
Strangers,0,59448,16414,,https://www.last.fm/music/Roosevelt/_/Strangers,Roosevelt
Memory Lane (Sittin' in da Park),248,1409621,301019,5c1ee415-be84-4d23-a15d-5f568e8cea25,https://www.last.fm/music/Nas/_/Memory+Lane+(Sittin%27+in+da+Park),Nas
out of sight (feat. 2 Chainz),0,490932,88964,,https://www.last.fm/music/Run+the+Jewels/_/out+of+sight+(feat.+2+Chainz),Run the Jewels
Sober,0,1207269,115817,,https://www.last.fm/music/Demi+Lovato/_/Sober,Demi Lovato
Substance,0,120075,24499,,https://www.last.fm/music/03+Greedo/_/Substance,03 Greedo
Hello Bitches,0,904952,81122,,https://www.last.fm/music/CL/_/Hello+Bitches,CL
Ironic - 2015 Remaster,0,319559,82407,,https://www.last.fm/music/Alanis+Morissette/_/Ironic+-+2015+Remaster,Alanis Morissette
Ex Bitch,0,382998,46779,,https://www.last.fm/music/xxxtentacion/_/Ex+Bitch,xxxtentacion
Double Helix,160,999225,157941,082cb7b7-e0f2-43e0-ac41-95a05bc6698d,https://www.last.fm/music/Death+Grips/_/Double+Helix,Death Grips
Amor ou o Litrão,0,162729,28562,,https://www.last.fm/music/Petter+Ferraz/_/Amor+ou+o+Litr%C3%A3o,Petter Ferraz
Not Fair,201,4833829,613173,d6461b2c-b66b-422d-affa-06330e838846,https://www.last.fm/music/Lily+Allen/_/Not+Fair,Lily Allen
PDA,301,4403036,508041,1c4eab85-b124-45f4-b953-c90a7340aaea,https://www.last.fm/music/Interpol/_/PDA,Interpol
A Little While,0,631605,98597,,https://www.last.fm/music/Yellow+Days/_/A+Little+While,Yellow Days
Beyond,0,596045,119304,,https://www.last.fm/music/Leon+Bridges/_/Beyond,Leon Bridges
Wolves,0,470593,61263,,https://www.last.fm/music/One+Direction/_/Wolves,One Direction
Animal,264,4262130,603571,1b2e2cb6-b3cf-42ca-8780-b413f8b2cb59,https://www.last.fm/music/Miike+Snow/_/Animal,Miike Snow
Baby (Lil Baby feat. DaBaby),0,351970,55420,,https://www.last.fm/music/Quality+Control/_/Baby+(Lil+Baby+feat.+DaBaby),Quality Control
Wanted You (feat. Lil Uzi Vert),0,551179,72226,,https://www.last.fm/music/NAV/_/Wanted+You+(feat.+Lil+Uzi+Vert),NAV
Crush,0,609734,98932,,https://www.last.fm/music/Cigarettes+After+Sex/_/Crush,Cigarettes After Sex
She's Thunderstorms,234,2761177,359500,c28954bf-a222-45f0-8dd5-bc0b922edeab,https://www.last.fm/music/Arctic+Monkeys/_/She%27s+Thunderstorms,Arctic Monkeys
Veins,0,614192,79778,,https://www.last.fm/music/Earl+Sweatshirt/_/Veins,Earl Sweatshirt
Going up the Country,171,1251188,289505,18db6336-5bb7-4156-963c-9c9a71172821,https://www.last.fm/music/Canned+Heat/_/Going+up+the+Country,Canned Heat
NOT FAIR (feat. Corbin),0,440997,31369,,https://www.last.fm/music/The+Kid+LAROI/_/NOT+FAIR+(feat.+Corbin),The Kid LAROI
Boku no Sensou,0,78352,8240,,https://www.last.fm/music/Shinsei+kamattechan/_/Boku+no+Sensou,Shinsei kamattechan
Crosshairs,0,24699,8306,,https://www.last.fm/music/Cassandra+Jenkins/_/Crosshairs,Cassandra Jenkins
Home - Toro y Moi Remix,0,11709,8201,,https://www.last.fm/music/Caribou/_/Home+-+Toro+y+Moi+Remix,Caribou
HOLO,0,132892,21175,,https://www.last.fm/music/LeeHi/_/HOLO,LeeHi
Always,251,4659243,590852,10bfe622-9dce-4616-a721-3a6594721ebf,https://www.last.fm/music/blink-182/_/Always,blink-182
Call Me When You're Sober,218,4099423,571918,778237a1-7465-4a62-924a-64fe66dfa212,https://www.last.fm/music/Evanescence/_/Call+Me+When+You%27re+Sober,Evanescence
Artangels,0,1246212,150578,,https://www.last.fm/music/Grimes/_/Artangels,Grimes
Everglow,0,1241330,195183,,https://www.last.fm/music/Coldplay/_/Everglow,Coldplay
All I Know,0,519845,104390,,https://www.last.fm/music/The+Weeknd/_/All+I+Know,The Weeknd
Honestly?,370,1232240,170388,bac38eef-d330-44b1-8129-c46c60a39548,https://www.last.fm/music/American+Football/_/Honestly%3F,American Football
Gassed Up,0,364852,63849,,https://www.last.fm/music/Nebu+Kiniza/_/Gassed+Up,Nebu Kiniza
Rookie,0,860528,58519,,https://www.last.fm/music/Red+Velvet/_/Rookie,Red Velvet
Too Much,0,20818,8192,,https://www.last.fm/music/Dimitri+Vegas+&+Like+Mike/_/Too+Much,Dimitri Vegas & Like Mike
Loosie,0,641730,81625,,https://www.last.fm/music/Earl+Sweatshirt/_/Loosie,Earl Sweatshirt
flowers,0,306097,53085,,https://www.last.fm/music/In+Love+With+a+Ghost/_/flowers,In Love With a Ghost
Cold War,0,514167,89320,,https://www.last.fm/music/Cautious+Clay/_/Cold+War,Cautious Clay
Some Things Cosmic,174,253447,54129,22dcf1c7-4826-45e6-9496-b03e0a8212c8,https://www.last.fm/music/Angel+Olsen/_/Some+Things+Cosmic,Angel Olsen
Meia Noite (Você tem meu Whatsapp),0,125591,19924,,https://www.last.fm/music/Tarc%C3%ADsio+do+Acordeon/_/Meia+Noite+(Voc%C3%AA+tem+meu+Whatsapp),Tarcísio do Acordeon
Long Train Runnin',249,1505440,359174,4de6b37d-e892-4b42-b524-eb089c8573fe,https://www.last.fm/music/The+Doobie+Brothers/_/Long+Train+Runnin%27,The Doobie Brothers
Can I Be Him,0,586225,101820,,https://www.last.fm/music/James+Arthur/_/Can+I+Be+Him,James Arthur
"Hello, Goodbye - Remastered 2009",0,420766,115140,,"https://www.last.fm/music/The+Beatles/_/Hello,+Goodbye+-+Remastered+2009",The Beatles
Come Out And Play (Keep ‘Em Separated),0,335452,87181,,https://www.last.fm/music/The+Offspring/_/Come+Out+And+Play+(Keep+%E2%80%98Em+Separated),The Offspring
Old Man - 2009 Remaster,0,317815,77353,,https://www.last.fm/music/Neil+Young/_/Old+Man+-+2009+Remaster,Neil Young
Let Me Know,0,248116,40928,,https://www.last.fm/music/Brent+Faiyaz/_/Let+Me+Know,Brent Faiyaz
Alive (nightmare),246,667880,137827,,https://www.last.fm/music/Kid+Cudi/_/Alive+(nightmare),Kid Cudi
Can't Feel My Legs,0,527168,59943,,https://www.last.fm/music/Don+Toliver/_/Can%27t+Feel+My+Legs,Don Toliver
Video Game,0,391803,85646,,https://www.last.fm/music/Sufjan+Stevens/_/Video+Game,Sufjan Stevens
Ferris Wheel,0,234036,48132,,https://www.last.fm/music/Sylvan+Esso/_/Ferris+Wheel,Sylvan Esso
Shadow of the Day,257,5254358,688220,fb4a3004-492b-4c5c-8166-d58fff30e1b6,https://www.last.fm/music/Linkin+Park/_/Shadow+of+the+Day,Linkin Park
longshot,0,708534,92752,,https://www.last.fm/music/Catfish+and+The+Bottlemen/_/longshot,Catfish and The Bottlemen
My Oasis (feat. Burna Boy),0,421470,69528,,https://www.last.fm/music/Sam+Smith/_/My+Oasis+(feat.+Burna+Boy),Sam Smith
Bih Yah,0,210611,38159,,https://www.last.fm/music/Mario+Judah/_/Bih+Yah,Mario Judah
1+1,0,38763,13987,,https://www.last.fm/music/Sia/_/1%252B1,Sia
Punk Weight,204,881515,139739,2811a8fd-06ab-4789-8678-3a11adba8551,https://www.last.fm/music/Death+Grips/_/Punk+Weight,Death Grips
Big Ole Freak,0,616295,60953,,https://www.last.fm/music/Megan+Thee+Stallion/_/Big+Ole+Freak,Megan Thee Stallion
SHINE,0,553908,81225,,https://www.last.fm/music/Amin%C3%A9/_/SHINE,Aminé
Paper thin,0,263551,65749,,https://www.last.fm/music/Lianne+La+Havas/_/Paper+thin,Lianne La Havas
Clementine,0,808651,98904,,https://www.last.fm/music/Halsey/_/Clementine,Halsey
The Fall,0,406692,57301,,https://www.last.fm/music/half%E2%80%A2alive/_/The+Fall,half•alive
Dreamer,0,173522,27855,,https://www.last.fm/music/Trippie+Redd/_/Dreamer,Trippie Redd
Stickwitu,207,2108402,487000,a6eadcbb-8b89-4992-9656-bb80129cc68d,https://www.last.fm/music/The+Pussycat+Dolls/_/Stickwitu,The Pussycat Dolls
ZUU,0,554321,76348,,https://www.last.fm/music/Denzel+Curry/_/ZUU,Denzel Curry
Hallucinogenics (feat. Lana Del Rey),0,286206,52873,,https://www.last.fm/music/Matt+Maeson/_/Hallucinogenics+(feat.+Lana+Del+Rey),Matt Maeson
Pepper,296,1129159,226348,1600925c-db3f-4244-8359-7a542ad8363c,https://www.last.fm/music/Butthole+Surfers/_/Pepper,Butthole Surfers
American Teen,0,663810,107875,,https://www.last.fm/music/Khalid/_/American+Teen,Khalid
Genghis Khan,0,1298698,170699,,https://www.last.fm/music/Miike+Snow/_/Genghis+Khan,Miike Snow
On a Roll,0,1165671,104298,,https://www.last.fm/music/Ashley+O/_/On+a+Roll,Ashley O
Jackie and Wilson,224,1277222,207980,10ca00e2-4132-411b-87cb-401165cecac6,https://www.last.fm/music/Hozier/_/Jackie+and+Wilson,Hozier
Dirrty (feat. Redman),0,128511,35544,,https://www.last.fm/music/Christina+Aguilera/_/Dirrty+(feat.+Redman),Christina Aguilera
Crowded Room (feat. 6LACK),0,784532,70484,,https://www.last.fm/music/Selena+Gomez/_/Crowded+Room+(feat.+6LACK),Selena Gomez
Dreams,0,507994,89207,,https://www.last.fm/music/Solange/_/Dreams,Solange
Love Me Less (feat. Quinn XCII),0,618138,89793,,https://www.last.fm/music/Max/_/Love+Me+Less+(feat.+Quinn+XCII),Max
Ocean of Tears,0,593644,67492,,https://www.last.fm/music/Caroline+Polachek/_/Ocean+of+Tears,Caroline Polachek
Let You Love Me,0,1451770,142076,,https://www.last.fm/music/Rita+Ora/_/Let+You+Love+Me,Rita Ora
Candy,201,1156665,162700,b8ac3f38-0529-4c17-a32a-776f3b666582,https://www.last.fm/music/Robbie+Williams/_/Candy,Robbie Williams
Hopeless Romantic (feat. Swae Lee),0,565340,78495,,https://www.last.fm/music/Wiz+Khalifa/_/Hopeless+Romantic+(feat.+Swae+Lee),Wiz Khalifa
Teary Eyes,0,885724,60144,,https://www.last.fm/music/Katy+Perry/_/Teary+Eyes,Katy Perry
Back Pocket,0,590873,92727,,https://www.last.fm/music/Vulfpeck/_/Back+Pocket,Vulfpeck
Wishing For A Hero (feat. BJ The Chicago Kid),0,316166,32936,,https://www.last.fm/music/Polo+G/_/Wishing+For+A+Hero+(feat.+BJ+The+Chicago+Kid),Polo G
Fighter,247,3515695,509345,e275dce5-f674-4964-aa23-9d857f3f820c,https://www.last.fm/music/Christina+Aguilera/_/Fighter,Christina Aguilera
Nuvole Bianche,358,2008476,301032,e6404f36-bd69-41b1-8eec-5f2c77173967,https://www.last.fm/music/Ludovico+Einaudi/_/Nuvole+Bianche,Ludovico Einaudi
I Couldn't Be More In Love,0,594243,74609,,https://www.last.fm/music/The+1975/_/I+Couldn%27t+Be+More+In+Love,The 1975
Downtown,0,2665027,114498,,https://www.last.fm/music/Anitta/_/Downtown,Anitta
I Wanna Love You,247,609926,176003,6a76144a-a154-48ae-8f1c-739050d1bbc0,https://www.last.fm/music/Akon/_/I+Wanna+Love+You,Akon
All Night Long (All Night) - Single Version,0,566425,162187,,https://www.last.fm/music/Lionel+Richie/_/All+Night+Long+(All+Night)+-+Single+Version,Lionel Richie
Stay Alive,267,1336993,235410,fb0453ee-996c-4826-83e5-20ff9312be6d,https://www.last.fm/music/Jos%C3%A9+Gonz%C3%A1lez/_/Stay+Alive,José González
"Accidentally In Love - From ""Shrek 2"" Soundtrack",0,150589,37346,,https://www.last.fm/music/Counting+Crows/_/Accidentally+In+Love+-+From+%22Shrek+2%22+Soundtrack,Counting Crows
(Joe Gets Kicked Out of School for Using) Drugs With Friends (But Says This Isn't a Problem),0,710744,102533,,https://www.last.fm/music/Car+Seat+Headrest/_/(Joe+Gets+Kicked+Out+of+School+for+Using)+Drugs+With+Friends+(But+Says+This+Isn%27t+a+Problem),Car Seat Headrest
My Band,298,1401539,398903,67d46de8-9ec7-4541-87d9-58ba2ae7938a,https://www.last.fm/music/D12/_/My+Band,D12
Idle Town,0,643515,92350,,https://www.last.fm/music/Conan+Gray/_/Idle+Town,Conan Gray
How Long,0,1267746,161400,,https://www.last.fm/music/Charlie+Puth/_/How+Long,Charlie Puth
(Sic),200,2159115,294729,f60bd723-6c7e-4674-aab2-40f9cac4e6c5,https://www.last.fm/music/Slipknot/_/(Sic),Slipknot
Blue Jeans - Album Version - Remastered,0,132388,35406,,https://www.last.fm/music/Lana+Del+Rey/_/Blue+Jeans+-+Album+Version+-+Remastered,Lana Del Rey
Ridin',0,573381,40142,,https://www.last.fm/music/NCT+DREAM/_/Ridin%27,NCT DREAM
Wish You Were Here,0,2501819,244837,4a48c304-20e3-4869-9ddf-796339bc2687,https://www.last.fm/music/Avril+Lavigne/_/Wish+You+Were+Here,Avril Lavigne
Calling All My Lovelies,0,361628,72140,,https://www.last.fm/music/Bruno+Mars/_/Calling+All+My+Lovelies,Bruno Mars
Shirim,0,412299,76383,,https://www.last.fm/music/Melody%27s+Echo+Chamber/_/Shirim,Melody's Echo Chamber
Weird fishes,0,256917,60341,,https://www.last.fm/music/Lianne+La+Havas/_/Weird+fishes,Lianne La Havas
Roddy,0,328400,52600,,https://www.last.fm/music/Djo/_/Roddy,Djo
Alive,204,1978152,293424,1195ad5e-ba61-4228-a66c-d92d9bec4a29,https://www.last.fm/music/Empire+of+the+Sun/_/Alive,Empire of the Sun
Like Toy Soldiers,295,2584271,501757,3191120b-5d1e-4390-ab4a-68bd620a202b,https://www.last.fm/music/Eminem/_/Like+Toy+Soldiers,Eminem
Jobless Monday,126,349099,51110,010ec4c2-cbae-4cc7-a512-b9247f30acfb,https://www.last.fm/music/Mitski/_/Jobless+Monday,Mitski
Up & Down,218,771877,68639,fc5b1c5e-9dfa-495a-be04-7c99ad90ab62,https://www.last.fm/music/EXID/_/Up+&+Down,EXID
Narcos,0,628524,104422,,https://www.last.fm/music/Migos/_/Narcos,Migos
Every Time the Sun Comes Up,262,1031763,198592,8acdf2e3-a5a4-48ce-bf94-f2d17d94516e,https://www.last.fm/music/Sharon+Van+Etten/_/Every+Time+the+Sun+Comes+Up,Sharon Van Etten
I Got Love,0,19595,8125,,https://www.last.fm/music/Mother+Mother/_/I+Got+Love,Mother Mother
Hard Work Pays Off,0,444273,56748,,https://www.last.fm/music/Future/_/Hard+Work+Pays+Off,Future
Strawberry Letter 23,239,627632,158113,f21cd21c-2d0d-4d98-affd-3fb83d2df171,https://www.last.fm/music/Shuggie+Otis/_/Strawberry+Letter+23,Shuggie Otis
Play That Funky Music,190,1433599,352518,cd4a9e48-e27e-4b10-b8fc-75c6a172e47e,https://www.last.fm/music/Wild+Cherry/_/Play+That+Funky+Music,Wild Cherry
All The Time,0,795168,81548,,https://www.last.fm/music/Zara+Larsson/_/All+The+Time,Zara Larsson
Spanish Sahara,395,3838319,414242,dbc42473-7e42-4faf-b56c-388cf2082966,https://www.last.fm/music/Foals/_/Spanish+Sahara,Foals
Meu Pisêro,0,56283,8119,,https://www.last.fm/music/DUDA+BEAT/_/Meu+Pis%C3%AAro,DUDA BEAT
Turbulent,0,376714,38412,,https://www.last.fm/music/Waterparks/_/Turbulent,Waterparks
The Wolves (Act I and II),322,5269101,583764,ca11bdb5-c3df-4bbe-b6c2-f1acf81d5c2c,https://www.last.fm/music/Bon+Iver/_/The+Wolves+(Act+I+and+II),Bon Iver
First Day Out,0,402715,61638,,https://www.last.fm/music/Tee+Grizzley/_/First+Day+Out,Tee Grizzley
Pretty Please,0,347589,37638,,https://www.last.fm/music/jackson+wang/_/Pretty+Please,jackson wang
Late Night Feelings (feat. Lykke Li),0,784864,99799,,https://www.last.fm/music/Mark+Ronson/_/Late+Night+Feelings+(feat.+Lykke+Li),Mark Ronson
Pope Is a Rockstar,0,269260,54107,,https://www.last.fm/music/SALES/_/Pope+Is+a+Rockstar,SALES
Addicted to You,146,2246962,323720,e64d010e-97d9-419e-a6fe-d1ef84da4a13,https://www.last.fm/music/Avicii/_/Addicted+to+You,Avicii
Angel,0,740640,115087,,https://www.last.fm/music/The+Weeknd/_/Angel,The Weeknd
Hit the Road Jack,116,3236136,687279,bab2430e-4fb2-4475-88c7-8e0a0d4b393e,https://www.last.fm/music/Ray+Charles/_/Hit+the+Road+Jack,Ray Charles
12:34 AM,0,215100,41342,,https://www.last.fm/music/Billy+Lemos/_/12:34+AM,Billy Lemos
Jamba (feat. Hodgy),0,170799,42344,,"https://www.last.fm/music/Tyler,+the+Creator/_/Jamba+(feat.+Hodgy)","Tyler, the Creator"
La Tortura (feat. Alejandro Sanz),212,141330,35378,528d2f2d-ef4c-4cfb-bae0-c8040c6d076a,https://www.last.fm/music/Shakira/_/La+Tortura+(feat.+Alejandro+Sanz),Shakira
Lemon,0,118897,34560,,https://www.last.fm/music/N.E.R.D/_/Lemon,N.E.R.D
Maybe You're the Reason,0,540435,89402,,https://www.last.fm/music/The+Japanese+House/_/Maybe+You%27re+the+Reason,The Japanese House
Cuándo Olvidaré,0,38154,8104,,https://www.last.fm/music/C.+Tangana/_/Cu%C3%A1ndo+Olvidar%C3%A9,C. Tangana
Come Away with Me,200,4312972,740885,d53aa5b9-7b14-4095-a316-dd093f83500a,https://www.last.fm/music/Norah+Jones/_/Come+Away+with+Me,Norah Jones
Detroit Rock City,218,2378029,452042,5dff20df-7a4c-4ea7-8db1-9494012d6eed,https://www.last.fm/music/Kiss/_/Detroit+Rock+City,Kiss
Rap Saved Me,0,527335,66528,,https://www.last.fm/music/21+Savage/_/Rap+Saved+Me,21 Savage
Mad World (feat. Michael Andrews),0,819100,136741,,https://www.last.fm/music/Gary+Jules/_/Mad+World+(feat.+Michael+Andrews),Gary Jules
Wild For The Night (feat. Skrillex & Birdy Nam Nam),209,422879,76871,,https://www.last.fm/music/A$AP+Rocky/_/Wild+For+The+Night+(feat.+Skrillex+&+Birdy+Nam+Nam),A$AP Rocky
One Headlight,315,2727048,504993,33d99f65-2e52-4c10-b288-b3946af547c5,https://www.last.fm/music/The+Wallflowers/_/One+Headlight,The Wallflowers
He Can Only Hold Her,166,3840880,667831,a224ccb6-2eb5-4bd9-b32a-65d474ddd2cf,https://www.last.fm/music/Amy+Winehouse/_/He+Can+Only+Hold+Her,Amy Winehouse
Newspaper,0,457838,97981,,https://www.last.fm/music/Fiona+Apple/_/Newspaper,Fiona Apple
Ignorantes,0,507267,60424,,https://www.last.fm/music/Bad+Bunny/_/Ignorantes,Bad Bunny
Genocidal Humanoidz,0,251494,65220,,https://www.last.fm/music/System+of+a+Down/_/Genocidal+Humanoidz,System of a Down
Forever,277,3094073,624515,0b17aff1-0446-4a8e-b437-76c6bd1b43c0,https://www.last.fm/music/Chris+Brown/_/Forever,Chris Brown
I Can Show You,0,447206,57781,,https://www.last.fm/music/LIL+UZI+VERT/_/I+Can+Show+You,LIL UZI VERT
E-ER (feat. Danny Towers & Lil Yachty),0,468371,19928,,https://www.last.fm/music/Dj+Scheme/_/E-ER+(feat.+Danny+Towers+&+Lil+Yachty),Dj Scheme
A New Error,367,2226035,264956,5d2ce680-b68e-4528-abde-5122ff045003,https://www.last.fm/music/Moderat/_/A+New+Error,Moderat
Hidden Place,328,2189755,369262,b37ac7fc-4866-497b-b6cb-7fc643cf40fe,https://www.last.fm/music/Bj%C3%B6rk/_/Hidden+Place,Björk
Welcome to the Machine,451,3232641,498150,3794be20-3b5c-41e8-99d5-1d5649fe3821,https://www.last.fm/music/Pink+Floyd/_/Welcome+to+the+Machine,Pink Floyd
I Never Told You What I Do for a Living,231,2121023,297766,3096a308-b858-48a3-a509-45f837b70805,https://www.last.fm/music/My+Chemical+Romance/_/I+Never+Told+You+What+I+Do+for+a+Living,My Chemical Romance
F.Y.M.,0,24908,8082,,https://www.last.fm/music/A+Day+to+Remember/_/F.Y.M.,A Day to Remember
Moonlight on the River,0,474831,83381,,https://www.last.fm/music/Mac+DeMarco/_/Moonlight+on+the+River,Mac DeMarco
S.L.U.T.,0,448651,74956,,https://www.last.fm/music/Bea+Miller/_/S.L.U.T.,Bea Miller
Don't Matter,294,1771376,441567,b92f5e49-dfcb-4949-8c18-cdd297133ebb,https://www.last.fm/music/Akon/_/Don%27t+Matter,Akon
Tesselation,0,470319,86390,,https://www.last.fm/music/Mild+High+Club/_/Tesselation,Mild High Club
Up Around the Bend,233,2431691,530238,b122a38f-e553-459d-8a39-f90dc8444f8c,https://www.last.fm/music/Creedence+Clearwater+Revival/_/Up+Around+the+Bend,Creedence Clearwater Revival
Lump Sum,201,5744248,613156,58d2aaf4-bd47-42da-a9fe-9476452634f7,https://www.last.fm/music/Bon+Iver/_/Lump+Sum,Bon Iver
I want you around,0,420833,58935,,https://www.last.fm/music/Snoh+Aalegra/_/I+want+you+around,Snoh Aalegra
A Loving Feeling,0,407610,55976,,https://www.last.fm/music/Mitski/_/A+Loving+Feeling,Mitski
Tangled Up in Blue,342,2866277,532070,28885074-df0c-45d1-8192-4336dd2ec813,https://www.last.fm/music/Bob+Dylan/_/Tangled+Up+in+Blue,Bob Dylan
Homesick,0,870221,132270,,https://www.last.fm/music/Dua+Lipa/_/Homesick,Dua Lipa
Crab Rave,0,499733,66413,,https://www.last.fm/music/Noisestorm/_/Crab+Rave,Noisestorm
TRUE - Single Edit,0,302142,80441,,https://www.last.fm/music/Spandau+Ballet/_/TRUE+-+Single+Edit,Spandau Ballet
Superman,350,2285713,432057,c966edc2-9e89-426f-84fe-cea42e6f672d,https://www.last.fm/music/Eminem/_/Superman,Eminem
Schizophrenia,296,1202795,249337,b40dca8e-e825-496b-a799-983377aaa0e4,https://www.last.fm/music/Sonic+Youth/_/Schizophrenia,Sonic Youth
Weekend Wars,253,5971732,912070,50623cbc-4f43-4143-b3f3-e48418a327e9,https://www.last.fm/music/MGMT/_/Weekend+Wars,MGMT
Neon Gravestones,0,879852,87092,,https://www.last.fm/music/Twenty+One+Pilots/_/Neon+Gravestones,Twenty One Pilots
Got The Guap (feat. Young Thug),0,411933,54670,,https://www.last.fm/music/LIL+UZI+VERT/_/Got+The+Guap+(feat.+Young+Thug),LIL UZI VERT
19.10,0,434651,91310,,https://www.last.fm/music/Childish+Gambino/_/19.10,Childish Gambino
Rise Up (feat. Vamero),0,117632,21114,,https://www.last.fm/music/Vinai/_/Rise+Up+(feat.+Vamero),Vinai
Anxious,0,32693,8064,,https://www.last.fm/music/AJ+Tracey/_/Anxious,AJ Tracey
SUGAR (Remix) [feat. Dua Lipa],0,547948,87566,,https://www.last.fm/music/BROCKHAMPTON/_/SUGAR+(Remix)+%5Bfeat.+Dua+Lipa%5D,BROCKHAMPTON
LEMONADE,0,342505,37321,,https://www.last.fm/music/Tay-K/_/LEMONADE,Tay-K
You Can't Always Get What You Want,0,3645129,733581,8303b021-ba5d-43f4-b630-f6b884e2d5ad,https://www.last.fm/music/The+Rolling+Stones/_/You+Can%27t+Always+Get+What+You+Want,The Rolling Stones
Change,0,848178,109837,,https://www.last.fm/music/Lana+Del+Rey/_/Change,Lana Del Rey
Company,0,552392,92817,,https://www.last.fm/music/Drake/_/Company,Drake
Electric Body (feat. Schoolboy Q),0,295471,53495,,https://www.last.fm/music/A$AP+Rocky/_/Electric+Body+(feat.+Schoolboy+Q),A$AP Rocky
Break the Rules,203,1610782,218602,8a0add0c-c733-4a72-9bc7-85fd5322865b,https://www.last.fm/music/Charli+XCX/_/Break+the+Rules,Charli XCX
Sparks,0,1053676,161986,,https://www.last.fm/music/Beach+House/_/Sparks,Beach House
If I Ruled the World,247,408301,46924,dfe34467-e085-4e5e-ae38-865fa9164bd3,https://www.last.fm/music/BTS/_/If+I+Ruled+the+World,BTS
hey girl,0,268975,50107,,https://www.last.fm/music/boy+pablo/_/hey+girl,boy pablo
